ts,source,season,week,home,away,home_spread,total,home_ml,away_ml,spread_odds_home,spread_odds_away,over_odds,under_odds,start,game_id
2026-09-22T16-36-21Z,espn:DraftKings,2026,3,DEN,LA,-2.5,45.5,114.0,-135.0,-110.0,-110.0,-110.0,-110.0,,2026_03_LA_DEN
2026-09-22T16-36-21Z,espn:DraftKings,2026,3,CHI,PHI,-3.0,43.5,142.0,-170.0,-108.0,-112.0,-110.0,-110.0,,2026_03_PHI_CHI
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,GB,ATL,6.0,44.5,-290.0,235.0,-112.0,-108.0,-102.0,-118.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,GB,ATL,6.5,44.5,-280.0,235.0,-110.0,-110.0,-113.0,-107.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,GB,ATL,6.5,44.5,-270.0,220.0,-102.0,-120.0,-110.0,-110.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,GB,ATL,6.5,44.5,-305.0,235.0,-107.0,-114.0,-110.0,-110.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,GB,ATL,6.5,44.5,-280.0,230.0,-104.0,-116.0,-113.0,-107.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,GB,ATL,6.5,44.5,-280.0,230.0,104.0,-115.0,-110.0,-104.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,GB,ATL,6.5,44.5,-302.0,233.0,-110.0,-110.0,-110.0,-110.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,GB,ATL,6.5,44.5,-275.0,225.0,-105.0,-112.0,-108.0,-110.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,GB,ATL,6.0,44.5,-280.0,230.0,-115.0,-105.0,-110.0,-110.0,2026-09-25T00:15:00Z,2026_03_ATL_GB
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,BUF,LAC,7.0,50.5,-340.0,270.0,-112.0,-108.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,BUF,LAC,7.0,50.5,-375.0,300.0,-115.0,-105.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,BUF,LAC,7.0,50.0,-385.0,275.0,-118.0,-104.0,-113.0,-108.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,BUF,LAC,7.0,50.5,-350.0,280.0,-110.0,-110.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,BUF,LAC,7.0,50.5,-330.0,267.0,-105.0,-105.0,-102.0,-113.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,BUF,LAC,7.0,50.5,-330.0,267.0,-110.0,-110.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,BUF,LAC,7.0,50.0,-350.0,255.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,BUF,LAC,7.0,50.0,-350.0,275.0,-108.0,-110.0,-110.0,-108.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,BUF,LAC,7.0,50.0,-330.0,265.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_LAC_BUF
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,CLE,CAR,-2.5,42.5,124.0,-148.0,100.0,-120.0,-108.0,-112.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,CLE,CAR,-3.0,42.0,129.0,-150.0,-120.0,100.0,-115.0,-105.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,CLE,CAR,-2.5,41.5,124.0,-146.0,-105.0,-115.0,-115.0,-105.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,CLE,CAR,-3.0,41.5,120.0,-148.0,-113.0,-108.0,-112.0,-109.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,CLE,CAR,-3.0,42.0,131.0,-151.0,-114.0,103.0,-113.0,-102.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,CLE,CAR,-3.0,42.0,131.0,-151.0,-118.0,-102.0,-115.0,-105.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,CLE,CAR,-3.0,42.5,122.0,-156.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,CLE,CAR,-2.5,42.0,125.0,-145.0,100.0,-118.0,-112.0,-118.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,CLE,CAR,-3.0,42.0,130.0,-150.0,-120.0,100.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_CAR_CLE
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,PIT,CIN,-3.5,42.5,154.0,-185.0,-105.0,-115.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,PIT,CIN,-3.5,42.0,159.0,-185.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,PIT,CIN,-3.5,42.5,160.0,-190.0,-112.0,-108.0,-112.0,-108.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,PIT,CIN,-3.5,42.5,155.0,-186.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,PIT,CIN,-3.5,42.0,161.0,-185.0,-108.0,-102.0,-109.0,-105.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,PIT,CIN,-3.5,42.0,161.0,-185.0,-113.0,-107.0,-112.0,-108.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,PIT,CIN,-3.5,42.5,151.0,-195.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,PIT,CIN,-3.5,42.5,155.0,-190.0,-108.0,-110.0,-108.0,-110.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,PIT,CIN,-3.5,42.5,160.0,-185.0,-115.0,-105.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_CIN_PIT
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,DET,NYJ,6.5,48.5,-305.0,245.0,-110.0,-110.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,DET,NYJ,6.5,48.5,-335.0,270.0,-120.0,-102.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,DET,NYJ,7.0,48.0,-335.0,255.0,-105.0,-117.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,DET,NYJ,6.5,48.0,-300.0,245.0,-108.0,-102.0,-105.0,-109.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,DET,NYJ,6.5,48.0,-300.0,250.0,-115.0,-105.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,DET,NYJ,6.5,48.0,-300.0,245.0,-113.0,-107.0,-108.0,-112.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,DET,NYJ,6.5,48.0,-300.0,222.0,-120.0,100.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,DET,NYJ,6.5,48.0,-325.0,260.0,-115.0,-105.0,-108.0,-110.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,DET,NYJ,6.5,48.0,-300.0,250.0,-120.0,100.0,-115.0,-105.0,2026-09-27T17:00:00Z,2026_03_NYJ_DET
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,IND,HOU,-2.5,43.5,120.0,-142.0,-105.0,-115.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,IND,HOU,-3.0,43.5,120.0,-140.0,-120.0,100.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,IND,HOU,-2.5,43.5,130.0,-154.0,100.0,-122.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,IND,HOU,-3.0,43.0,125.0,-152.0,-113.0,-108.0,-112.0,-109.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,IND,HOU,-3.0,43.5,125.0,-145.0,-117.0,106.0,-107.0,-107.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,IND,HOU,-3.0,43.5,125.0,-145.0,-120.0,100.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,IND,HOU,-2.5,43.5,119.0,-152.0,-105.0,-115.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,IND,HOU,-2.5,43.5,130.0,-155.0,-102.0,-115.0,-108.0,-110.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,IND,HOU,-2.5,43.5,120.0,-140.0,-105.0,-115.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_HOU_IND
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,JAX,NE,3.0,45.5,-166.0,140.0,-108.0,-112.0,-112.0,-108.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,JAX,NE,3.0,45.5,-155.0,134.0,-105.0,-115.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,JAX,NE,2.5,45.5,-158.0,134.0,-122.0,100.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,JAX,NE,3.0,45.0,-152.0,125.0,-108.0,-113.0,-112.0,-109.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,JAX,NE,3.0,45.5,-157.0,137.0,-104.0,-106.0,-107.0,-107.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,JAX,NE,3.0,45.5,-157.0,137.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,JAX,NE,3.0,45.5,-166.0,129.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,JAX,NE,3.0,45.5,-165.0,138.0,-110.0,-108.0,-112.0,-118.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,JAX,NE,3.0,45.0,-165.0,140.0,-110.0,-110.0,-115.0,-105.0,2026-09-27T17:00:00Z,2026_03_NE_JAX
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,MIA,KC,-11.5,46.5,575.0,-850.0,-112.0,-108.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,MIA,KC,-11.5,46.0,530.0,-750.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,MIA,KC,-10.5,45.5,540.0,-770.0,-104.0,-118.0,-115.0,-105.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,MIA,KC,-11.5,46.0,500.0,-770.0,-112.0,-109.0,-109.0,-112.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,MIA,KC,-11.5,46.0,534.0,-750.0,-107.0,-103.0,-107.0,-107.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,MIA,KC,-11.5,46.0,534.0,-750.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,MIA,KC,-11.5,46.0,480.0,-800.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,MIA,KC,-11.0,46.0,550.0,-750.0,-108.0,-110.0,-110.0,-108.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,MIA,KC,-11.5,46.5,575.0,-900.0,-110.0,-110.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_KC_MIA
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,NYG,TEN,3.5,40.5,-175.0,145.0,-105.0,-115.0,-108.0,-112.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,NYG,TEN,3.0,40.5,-160.0,138.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,NYG,TEN,3.0,40.5,-158.0,134.0,-108.0,-112.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,NYG,TEN,3.0,40.0,-155.0,128.0,-112.0,-109.0,-112.0,-109.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,NYG,TEN,3.0,40.5,-160.0,140.0,-110.0,100.0,-107.0,-107.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,NYG,TEN,3.0,40.5,-160.0,140.0,-115.0,-105.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,NYG,TEN,3.0,40.5,-170.0,132.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,NYG,TEN,3.0,40.5,-165.0,138.0,-112.0,-105.0,-108.0,-110.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,NYG,TEN,3.5,40.5,-170.0,145.0,-105.0,-115.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_TEN_NYG
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,WAS,SEA,-7.0,40.5,245.0,-305.0,-112.0,-108.0,-102.0,-118.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,WAS,SEA,-7.0,40.0,250.0,-300.0,-115.0,-105.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,WAS,SEA,-6.5,40.5,265.0,-330.0,100.0,-122.0,-108.0,-112.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,WAS,SEA,-7.0,40.0,250.0,-315.0,-112.0,-109.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,WAS,SEA,-7.0,40.0,245.0,-300.0,-110.0,100.0,-113.0,-102.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,WAS,SEA,-7.0,40.0,245.0,-300.0,-115.0,-105.0,-115.0,-105.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,WAS,SEA,-7.0,40.0,255.0,-350.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,WAS,SEA,-7.0,40.0,260.0,-325.0,-108.0,-110.0,-110.0,-108.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,WAS,SEA,-7.0,40.5,250.0,-300.0,-115.0,-105.0,-105.0,-115.0,2026-09-27T17:00:00Z,2026_03_SEA_WAS
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,SF,ARI,8.5,47.5,-485.0,370.0,-105.0,-115.0,-115.0,-105.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,SF,ARI,9.0,48.0,-410.0,325.0,100.0,-120.0,-110.0,-110.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,SF,ARI,8.5,47.5,-460.0,360.0,-110.0,-110.0,-115.0,-105.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,SF,ARI,8.5,47.5,-455.0,335.0,-112.0,-109.0,-113.0,-108.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,SF,ARI,9.0,48.0,-410.0,324.0,105.0,-116.0,-107.0,-107.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,SF,ARI,9.0,48.0,-410.0,324.0,100.0,-120.0,-110.0,-110.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,SF,ARI,8.5,48.0,-441.0,310.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,SF,ARI,8.5,48.0,-450.0,340.0,-108.0,-110.0,-108.0,-110.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:bovada,2026,3,SF,ARI,8.0,48.0,-400.0,300.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T20:05:00Z,2026_03_ARI_SF
2026-09-22T16-36-21Z,oddsapi:draftkings,2026,3,TB,MIN,-1.5,42.5,100.0,-120.0,-110.0,-110.0,-112.0,-108.0,2026-09-27T20:05:00Z,2026_03_MIN_TB
2026-09-22T16-36-21Z,oddsapi:betus,2026,3,TB,MIN,-1.0,42.5,105.0,-125.0,-105.0,-115.0,-110.0,-110.0,2026-09-27T20:05:00Z,2026_03_MIN_TB
2026-09-22T16-36-21Z,oddsapi:fanduel,2026,3,TB,MIN,-1.5,42.5,104.0,-122.0,-110.0,-110.0,-115.0,-105.0,2026-09-27T20:05:00Z,2026_03_MIN_TB
2026-09-22T16-36-21Z,oddsapi:betrivers,2026,3,TB,MIN,-1.5,42.5,102.0,-124.0,-109.0,-112.0,-113.0,-108.0,2026-09-27T20:05:00Z,2026_03_MIN_TB
2026-09-22T16-36-21Z,oddsapi:lowvig,2026,3,TB,MIN,-1.5,42.5,105.0,-125.0,-105.0,-105.0,-107.0,-107.0,2026-09-27T20:05:00Z,2026_03_MIN_TB
2026-09-22T16-36-21Z,oddsapi:betonlineag,2026,3,TB,MIN,-1.5,42.5,105.0,-125.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T20:05:00Z,2026_03_MIN_TB
2026-09-22T16-36-21Z,oddsapi:mybookieag,2026,3,TB,MIN,-2.0,42.5,104.0,-132.0,-110.0,-110.0,-110.0,-110.0,2026-09-27T20:05:00Z,2026_03_MIN_TB
2026-09-22T16-36-21Z,oddsapi:betmgm,2026,3,TB,MIN,-1.5,42.5,100.0,-120.0,-110.0,-108.0,-110.0,-108.0,2026-09-27T20:05:00Z,2026_03_MIN_TB
